Request_ID,Request_Start,Request_End,Total_Processing,Total_Waiting,SLA_Hours,Request_Type,Priority,Department_Requesting,Vendor_Type,Request_Amount,Complexity_Score,System_Load,Num_Stages,Total_TAT,Delay_Ratio,SLA_Breach_Hours,Delayed_Flag,Is_High_Value_Request,Is_High_Complexity,Bottleneck_Stage,Max_Stage_Delay
R00125,2025-02-01 14:09:00,2025-02-06 09:00:00,83.77000000000001,14.59,194.4,Equipment,High,Admin,Internal,157877,4,0.797732263348214,4,114.85,0.5907921810699588,0.0,0,1,1,Procurement Review,34.98
R00126,2025-04-19 15:36:00,2025-04-27 09:00:00,133.15,25.85,237.6,Equipment,Low,Operations,External,104751,4,0.9446657321710952,4,185.4,0.7803030303030304,0.0,0,0,1,Finance Approval,66.69
R00127,2025-02-22 12:44:24,2025-03-06 09:00:00,199.74,29.24,237.6,Equipment,Low,Finance,External,233811,4,0.0502430098229821,7,284.26,1.1963804713804713,46.66,1,1,1,Finance Approval,91.81
R00128,2025-05-19 10:26:24,2025-05-25 09:00:00,84.64999999999999,12.24,178.2,Equipment,High,HR,External,14682,3,0.292516425476252,4,142.56,0.8,0.0,0,0,0,Finance Approval,43.64
R00129,2025-04-09 12:49:48,2025-04-13 09:00:00,53.85,13.4,118.8,Office Supplies,High,Admin,Internal,219297,2,0.1422552397768154,4,92.17,0.7758417508417509,0.0,0,1,0,Procurement Review,28.12
R00130,2025-03-08 13:19:12,2025-03-11 17:43:12,37.44,13.68,178.2,Equipment,High,Admin,Internal,45041,3,0.2942667366371143,4,76.4,0.42873176206509545,0.0,0,0,0,Finance Approval,17.12
R00131,2025-04-20 11:46:48,2025-04-24 09:00:00,42.24,16.3,140.4,IT Purchase,High,Finance,Internal,66785,2,0.596081955238306,4,93.22,0.6639601139601139,0.0,0,0,0,Procurement Review,20.48
R00132,2025-04-12 10:55:48,2025-04-19 09:00:00,99.36,20.75,237.6,Equipment,Low,IT,External,166100,4,0.2146958874633554,4,166.07,0.6989478114478115,0.0,0,1,1,Finance Approval,52.05
R00133,2025-04-11 10:31:48,2025-04-16 09:00:00,81.50999999999999,14.89,198.0,Equipment,Medium,HR,External,87567,3,0.6139703063252326,4,118.47,0.5983333333333333,0.0,0,0,0,Finance Approval,44.34
R00134,2025-01-13 10:45:00,2025-01-28 09:19:48,259.05,43.870000000000005,258.0,Vendor Contract,Medium,Finance,External,123650,5,0.4591240232866809,12,358.58,1.38984496124031,100.57999999999998,1,0,1,Finance Approval,56.05
R00135,2025-02-14 14:57:00,2025-02-20 09:00:00,105.33,21.33,217.8,Equipment,Low,Admin,Internal,4558,3,0.8364984906180335,4,138.05,0.6338383838383839,0.0,0,0,0,Finance Approval,58.94
R00136,2025-04-06 13:13:12,2025-04-13 09:00:00,118.97,26.15,283.8,Vendor Contract,Low,IT,Internal,203617,5,0.2743846052025874,6,163.78,0.5770965468639887,0.0,0,1,1,Procurement Review,42.38
R00137,2025-05-05 13:23:24,2025-05-10 09:00:00,84.77,13.9,125.4,Office Supplies,Low,IT,Internal,51258,1,0.2226760791230849,4,115.61,0.9219298245614035,0.0,0,0,0,Procurement Review,38.15
R00138,2025-01-02 12:19:12,2025-01-06 09:23:24,61.55,8.709999999999999,125.4,Office Supplies,Low,Finance,Internal,6695,1,0.9264637979561848,3,93.07,0.7421850079744816,0.0,0,0,0,Finance Approval,36.23
R00139,2025-03-13 13:23:24,2025-03-22 09:00:00,133.32,22.66,132.0,Office Supplies,Medium,Operations,External,136758,2,0.9042432914075652,7,211.61,1.6031060606060608,79.61000000000001,1,0,0,Finance Approval,38.79
R00140,2025-05-10 12:40:48,2025-05-17 09:00:00,121.7,9.66,191.4,IT Purchase,Low,Operations,Internal,223371,3,0.4084555814084826,4,164.32,0.8585161964472309,0.0,0,1,0,Finance Approval,56.57
R00141,2025-03-16 11:55:12,2025-03-21 09:00:00,96.24,11.31,174.0,IT Purchase,Medium,Admin,External,155237,3,0.3604745051415539,4,117.08,0.6728735632183908,0.0,0,1,0,Finance Approval,52.66
R00142,2025-04-29 13:31:48,2025-05-04 09:00:00,68.85000000000001,15.48,194.4,Equipment,High,HR,Internal,104306,4,0.0995465128087751,4,115.47,0.5939814814814814,0.0,0,0,1,Finance Approval,37.73
R00143,2025-03-25 10:38:24,2025-03-31 09:00:00,110.82,10.64,145.2,Office Supplies,Low,Operations,Internal,199685,2,0.2759226943805468,4,142.36,0.9804407713498624,0.0,0,1,0,Finance Approval,43.56
R00144,2025-03-01 13:42:36,2025-03-07 09:00:00,97.37,15.31,174.0,IT Purchase,Medium,Admin,External,204814,3,0.7774554671823856,4,139.29,0.8005172413793104,0.0,0,1,0,Finance Approval,41.91
R00145,2025-07-03 11:19:12,2025-07-14 09:00:00,166.24,33.54,283.8,Vendor Contract,Low,Admin,External,244043,5,0.7921911948016761,7,261.68,0.9220577871740663,0.0,0,1,1,Finance Approval,59.26
R00146,2025-07-01 10:30:36,2025-07-08 09:00:00,101.64,10.919999999999998,216.0,Equipment,Medium,IT,External,104533,4,0.0920987541995898,4,166.49,0.7707870370370371,0.0,0,0,1,Finance Approval,52.7
R00147,2025-02-27 10:37:12,2025-03-06 09:00:00,105.28,25.07,216.0,Vendor Contract,High,Finance,Internal,86886,4,0.4764612712393995,7,166.38,0.7702777777777777,0.0,0,0,1,Procurement Review,32.98
R00148,2025-01-12 12:40:48,2025-01-15 16:33:00,45.5,13.19,102.6,Office Supplies,High,Admin,External,40346,1,0.4741642962719864,4,75.87,0.7394736842105264,0.0,0,0,0,Finance Approval,21.06
R00149,2025-06-20 10:37:12,2025-06-25 14:43:12,88.66,13.74,198.0,Equipment,Medium,Finance,External,97907,3,0.9415768527339338,4,124.1,0.6267676767676768,0.0,0,0,0,Finance Approval,48.37
R00150,2025-04-02 13:26:24,2025-04-10 09:00:00,145.36,16.650000000000002,264.0,Vendor Contract,Low,IT,External,91909,4,0.9977493890102006,4,187.56,0.7104545454545454,0.0,0,0,1,Finance Approval,81.84
R00151,2025-01-04 14:51:00,2025-01-15 09:00:00,161.17000000000002,40.07,217.8,Equipment,Low,Finance,External,10121,3,0.7343656764922184,7,258.15,1.1852617079889805,40.349999999999966,1,0,0,Finance Approval,64.87
R00152,2025-03-31 11:49:12,2025-04-06 09:00:00,84.37,11.97,174.0,IT Purchase,Medium,Operations,Internal,233022,3,0.1771535232226255,4,141.18,0.8113793103448276,0.0,0,1,0,Procurement Review,34.25
R00153,2025-05-15 13:22:12,2025-05-22 09:00:00,103.24,25.66,237.6,Equipment,Low,Operations,External,150762,4,0.9024032761106748,4,163.63,0.6886784511784512,0.0,0,1,1,Procurement Review,55.25
R00154,2025-07-16 14:31:48,2025-08-07 09:00:00,387.49,59.94,258.0,Vendor Contract,Medium,Admin,External,216766,5,0.7636922693503205,15,522.47,2.025077519379845,264.47,1,1,1,Finance Approval,68.14
R00155,2025-03-23 14:16:48,2025-03-30 09:00:00,104.74,20.68,145.2,Office Supplies,Low,HR,External,124246,2,0.6775458051837758,4,162.72,1.1206611570247935,17.52000000000001,1,0,0,Finance Approval,58.21
R00156,2025-07-06 13:46:12,2025-07-11 17:07:48,86.74,16.7,194.4,Equipment,High,HR,External,240547,4,0.3721202152416987,4,123.36,0.6345679012345679,0.0,0,1,1,Finance Approval,50.06
R00157,2025-05-26 10:39:00,2025-05-31 09:00:00,70.0,11.14,216.0,Equipment,Medium,IT,Internal,132562,4,0.575593428640082,4,118.35,0.5479166666666666,0.0,0,0,1,Finance Approval,31.39
R00158,2025-02-10 11:12:00,2025-02-17 09:00:00,125.23,14.84,283.8,Vendor Contract,Low,Finance,Internal,240089,5,0.4962392219008139,4,165.8,0.5842142353770261,0.0,0,1,1,Finance Approval,68.96
R00159,2025-01-25 14:31:12,2025-02-06 09:00:00,185.86,46.64,232.2,Vendor Contract,High,Admin,External,195454,5,0.7498599312882688,10,282.48,1.2165374677002585,50.28000000000003,1,1,1,Finance Approval,55.42
R00160,2025-01-11 10:40:12,2025-01-17 09:00:00,91.39,10.44,258.0,Vendor Contract,Medium,Admin,External,116828,5,0.2206510596217484,4,142.33,0.5516666666666667,0.0,0,0,1,Procurement Review,42.96
R00161,2025-04-13 14:00:00,2025-04-26 09:00:00,181.11,40.92,216.0,Vendor Contract,High,Finance,External,96865,4,0.6320192084224364,10,307.0,1.4212962962962963,91.0,1,0,1,Finance Approval,42.74
R00162,2025-05-11 10:36:00,2025-05-17 09:00:00,100.19,14.03,145.2,Office Supplies,Low,HR,External,108803,2,0.177127144198254,4,142.4,0.9807162534435263,0.0,0,0,0,Finance Approval,51.56
R00163,2025-07-18 10:27:36,2025-07-24 09:00:00,83.51,12.07,156.6,IT Purchase,High,Admin,Internal,164045,3,0.3833971410582589,4,142.54,0.9102171136653895,0.0,0,1,0,Procurement Review,37.57
R00164,2025-03-20 14:00:36,2025-03-25 09:00:00,85.56,10.44,125.4,Office Supplies,Low,Finance,External,71990,1,0.9614166196420496,4,114.99,0.9169856459330142,0.0,0,0,0,Finance Approval,50.790000000000006
R00165,2025-05-16 12:59:24,2025-05-24 16:04:48,146.78,12.48,264.0,Vendor Contract,Low,HR,External,84981,4,0.3967550564555293,4,195.09,0.7389772727272728,0.0,0,0,1,Procurement Review,77.95
R00166,2025-02-20 10:15:00,2025-02-28 09:00:00,129.17,19.35,132.0,Office Supplies,Medium,HR,External,199159,2,0.0547327069249858,7,190.75,1.4450757575757576,58.75,1,1,0,Procurement Review,41.71
R00167,2025-03-20 11:35:24,2025-03-25 09:00:00,74.13,15.2,114.0,Office Supplies,Medium,IT,Internal,47032,1,0.7731835012587582,4,117.41,1.0299122807017544,3.4099999999999966,1,0,0,Procurement Review,40.61
R00168,2025-05-08 13:52:12,2025-05-13 09:00:00,88.31,15.4,232.2,Vendor Contract,High,HR,External,202239,5,0.0681866197654627,4,115.13,0.49582256675279934,0.0,0,1,1,Finance Approval,47.61
R00169,2025-03-26 10:43:12,2025-04-01 09:00:00,103.22,13.33,171.6,IT Purchase,Low,Admin,External,96027,2,0.5446308711071358,4,142.28,0.8291375291375291,0.0,0,0,0,Finance Approval,56.540000000000006
R00170,2025-03-12 12:02:24,2025-03-17 09:00:00,70.07,9.5,198.0,Equipment,Medium,Finance,External,79863,3,0.5922213993314405,4,116.96,0.5907070707070706,0.0,0,0,0,Procurement Review,34.5
R00171,2025-05-10 10:47:24,2025-05-15 16:35:24,75.9,17.42,145.2,Office Supplies,Low,Operations,External,107300,2,0.7635158436682122,4,125.8,0.8663911845730028,0.0,0,0,0,Procurement Review,35.72
R00172,2025-07-07 12:29:24,2025-07-14 09:00:00,115.76,12.65,191.4,IT Purchase,Low,Finance,External,187493,3,0.1322687150984817,4,164.51,0.8595088819226749,0.0,0,1,0,Procurement Review,52.330000000000005
R00173,2025-06-15 11:49:48,2025-06-22 16:57:36,109.82,24.61,156.6,IT Purchase,High,IT,Internal,151644,3,0.2021493992252707,9,173.13,1.1055555555555556,16.53,1,1,0,Finance Approval,33.800000000000004
R00174,2025-06-26 11:00:36,2025-07-06 09:00:00,151.34,29.68,264.0,Vendor Contract,Low,HR,Internal,13379,4,0.4448524328275408,8,237.99,0.9014772727272727,0.0,0,0,1,Procurement Review,39.04
R00175,2025-02-18 10:36:00,2025-02-22 09:00:00,60.32,12.03,178.2,Equipment,High,Admin,Internal,12549,3,0.8979552161850192,4,94.4,0.5297418630751964,0.0,0,0,0,Procurement Review,27.130000000000003
R00176,2025-01-22 13:10:12,2025-02-09 09:00:00,292.3,50.9,198.0,Equipment,Medium,Finance,External,45387,3,0.1081550145733567,14,427.83,2.1607575757575757,229.82999999999998,1,0,0,Finance Approval,60.84
R00177,2025-01-14 12:11:24,2025-01-18 17:19:12,67.16,11.56,156.6,IT Purchase,High,IT,Internal,142564,3,0.8560010748931528,4,101.13,0.6457854406130268,0.0,0,0,0,Procurement Review,30.23
R00178,2025-07-06 10:25:48,2025-07-11 09:00:00,74.98,7.879999999999999,132.0,Office Supplies,Medium,IT,Internal,190216,2,0.783000231347202,4,118.57,0.8982575757575757,0.0,0,1,0,Finance Approval,38.97
R00179,2025-04-20 10:39:36,2025-04-24 09:00:00,74.38,12.45,145.2,Office Supplies,Low,Admin,Internal,169337,2,0.350198681023219,4,94.34,0.6497245179063361,0.0,0,1,0,Finance Approval,26.92
R00180,2025-02-26 12:26:24,2025-03-03 09:00:00,85.17,16.77,145.2,Office Supplies,Low,Finance,External,162297,2,0.5473246843394861,4,116.56,0.8027548209366392,0.0,0,1,0,Finance Approval,44.86
R00181,2025-03-18 12:07:12,2025-03-31 09:00:00,225.51,38.42,216.0,Equipment,Medium,IT,Internal,246555,4,0.2715504551774856,11,308.88,1.43,92.88,1,1,1,Finance Approval,45.89
R00182,2025-01-04 10:53:24,2025-01-09 09:00:00,76.56,9.94,232.2,Vendor Contract,High,Finance,Internal,203123,5,0.918521602770518,4,118.11,0.508656330749354,0.0,0,1,1,Finance Approval,31.41
R00183,2025-01-17 13:01:12,2025-01-24 09:00:00,113.52,22.42,132.0,Office Supplies,Medium,Admin,Internal,200519,2,0.3999830182935685,6,163.98,1.2422727272727272,31.97999999999999,1,1,0,Finance Approval,41.98
R00184,2025-06-07 12:15:00,2025-06-12 17:19:12,73.84,17.46,156.6,IT Purchase,High,HR,Internal,103877,3,0.9667061400184606,4,125.07,0.7986590038314176,0.0,0,0,0,Finance Approval,42.49
R00185,2025-03-03 15:07:12,2025-03-08 09:00:00,85.33000000000001,15.3,264.0,Vendor Contract,Low,IT,Internal,56501,4,0.5131898917098298,4,113.88,0.43136363636363634,0.0,0,0,1,Procurement Review,32.63
R00186,2025-01-09 11:30:00,2025-01-14 09:00:00,84.22,9.38,132.0,Office Supplies,Medium,Admin,External,218136,2,0.0470583794600188,4,117.5,0.8901515151515151,0.0,0,1,0,Finance Approval,37.98
R00187,2025-07-01 11:00:00,2025-07-15 09:00:00,231.89,39.04,217.8,Equipment,Low,Finance,External,11725,3,0.8904409480010858,10,334.0,1.5335169880624426,116.19999999999999,1,0,0,Finance Approval,55.12
R00188,2025-06-02 10:52:12,2025-06-08 09:00:00,85.68,11.7,232.2,Vendor Contract,High,Admin,External,170957,5,0.8533171866665861,4,142.13,0.6121016365202412,0.0,0,1,1,Procurement Review,40.47
R00189,2025-04-19 14:36:36,2025-04-24 09:00:00,76.25,21.51,217.8,Equipment,Low,Admin,Internal,77208,3,0.5045029240548358,4,114.39,0.525206611570248,0.0,0,0,0,Finance Approval,31.59
R00190,2025-05-22 13:21:36,2025-05-31 09:00:00,124.7,24.36,178.2,Equipment,High,Operations,External,52588,3,0.3480519554773205,7,211.64,1.1876543209876542,33.44,1,0,0,Finance Approval,40.72
R00191,2025-01-15 12:07:12,2025-01-21 09:00:00,89.69999999999999,15.21,171.6,IT Purchase,Low,Admin,Internal,36371,2,0.0303538055330042,4,140.88,0.820979020979021,0.0,0,0,0,Procurement Review,39.0
R00192,2025-01-03 10:36:36,2025-01-08 09:00:00,76.36,10.06,216.0,Vendor Contract,High,IT,Internal,67490,4,0.4443956184510805,4,118.39,0.5481018518518519,0.0,0,0,1,Procurement Review,30.93
R00193,2025-05-20 14:05:24,2025-05-24 09:00:00,71.82,14.42,194.4,Equipment,High,Finance,External,161185,4,0.7270185270141339,4,90.91,0.46764403292181067,0.0,0,1,1,Finance Approval,29.99
R00194,2025-07-10 10:13:48,2025-07-12 09:00:00,37.760000000000005,4.0,102.6,Office Supplies,High,Finance,External,4880,1,0.5041328419184383,3,46.77,0.45584795321637434,0.0,0,0,0,Finance Approval,18.0
R00195,2025-05-13 11:30:00,2025-05-27 09:00:00,243.15,32.61,156.0,IT Purchase,Medium,Operations,External,47705,2,0.0343768583517252,13,333.5,2.1378205128205128,177.5,1,0,0,Procurement Review,51.68
R00196,2025-03-25 14:08:24,2025-04-01 09:00:00,89.25999999999999,19.85,191.4,IT Purchase,Low,Operations,External,106514,3,0.0399479732860943,6,162.86,0.8508881922675027,0.0,0,0,0,Procurement Review,39.61
R00197,2025-04-30 13:52:48,2025-05-05 17:27:00,80.6,15.45,198.0,Equipment,Medium,Finance,Internal,67060,3,0.9830646996148203,4,123.57,0.624090909090909,0.0,0,0,0,Procurement Review,39.65
R00198,2025-03-21 11:10:12,2025-03-28 11:00:00,132.47,16.29,237.6,Equipment,Low,Operations,External,162564,4,0.8696164577322617,4,167.83,0.7063552188552189,0.0,0,1,1,Finance Approval,58.03
R00199,2025-02-15 10:57:36,2025-02-20 09:00:00,78.89,15.21,264.0,Vendor Contract,Low,Finance,Internal,67617,4,0.3058135112836639,4,118.04,0.44712121212121214,0.0,0,0,1,Finance Approval,34.730000000000004
R00200,2025-02-24 11:49:12,2025-03-06 09:00:00,131.3,36.86,198.0,Equipment,Medium,IT,Internal,5141,3,0.175890283418662,9,237.18,1.197878787878788,39.18000000000001,1,0,0,Finance Approval,39.08
R00201,2025-02-01 10:40:48,2025-02-14 09:00:00,187.26,44.54,194.4,Equipment,High,Finance,Internal,157323,4,0.676820043630047,10,310.32,1.5962962962962963,115.91999999999999,1,1,1,Finance Approval,40.8
R00202,2025-01-14 13:03:00,2025-01-18 16:57:00,73.92,9.79,132.0,Office Supplies,Medium,Finance,External,121198,2,0.4377650549881284,4,99.9,0.7568181818181818,0.0,0,0,0,Procurement Review,33.06
R00203,2025-03-16 14:46:12,2025-03-21 09:00:00,69.07,14.41,191.4,IT Purchase,Low,Admin,Internal,198327,3,0.6522811128184463,4,114.23,0.5968129571577847,0.0,0,1,0,Finance Approval,32.76
R00204,2025-05-11 10:17:24,2025-05-16 09:00:00,73.63,10.0,132.0,Office Supplies,Medium,Admin,Internal,223236,2,0.2037554858499437,4,118.71,0.8993181818181818,0.0,0,1,0,Procurement Review,29.01
R00205,2025-06-11 15:15:36,2025-06-18 09:00:00,111.27,21.9,237.6,Equipment,Low,HR,Internal,119142,4,0.6373021565380239,4,161.74,0.6807239057239057,0.0,0,0,1,Finance Approval,50.29
R00206,2025-01-25 14:46:48,2025-02-01 09:00:00,125.0,18.78,217.8,Equipment,Low,HR,External,82171,3,0.6643393666056823,4,162.22,0.744811753902663,0.0,0,0,0,Finance Approval,56.56
R00207,2025-01-26 14:22:12,2025-02-08 09:00:00,220.18,47.81,232.2,Vendor Contract,High,Operations,External,139928,5,0.5976324398689004,12,306.63,1.3205426356589147,74.43,1,0,1,Finance Approval,44.48
R00208,2025-04-13 10:34:12,2025-04-26 09:00:00,185.66,47.33,194.4,Equipment,High,HR,External,199978,4,0.306442336550243,14,310.43,1.5968621399176954,116.03,1,1,1,Finance Approval,35.84
R00209,2025-07-07 13:41:24,2025-07-13 09:00:00,88.66,13.29,145.2,Office Supplies,Low,Operations,External,171203,2,0.0445880927341439,4,139.31,0.9594352617079891,0.0,0,1,0,Finance Approval,55.67
R00210,2025-06-02 13:52:48,2025-06-12 09:00:00,155.97,32.39,232.2,Vendor Contract,High,Operations,Internal,221719,5,0.0837909725482616,9,235.12,1.0125753660637382,2.920000000000016,1,1,1,Finance Approval,48.23
R00211,2025-02-24 12:28:12,2025-03-02 09:00:00,76.95,16.06,232.2,Vendor Contract,High,Admin,External,152611,5,0.427541855359712,4,140.53,0.6052110249784669,0.0,0,1,1,Procurement Review,37.15
R00212,2025-03-11 10:26:24,2025-03-17 09:00:00,101.64,11.14,132.0,Office Supplies,Medium,Admin,External,207354,2,0.7939550847155906,4,142.56,1.08,10.560000000000002,1,1,0,Finance Approval,46.05
R00213,2025-04-02 12:37:12,2025-04-07 09:00:00,84.15,17.21,258.0,Vendor Contract,Medium,Admin,External,100976,5,0.6640330331113176,4,116.38,0.45108527131782944,0.0,0,0,1,Procurement Review,41.57
R00214,2025-01-24 12:31:12,2025-02-03 09:00:00,141.68,27.76,216.0,Equipment,Medium,HR,Internal,247255,4,0.9437663822120144,7,236.48,1.0948148148148147,20.47999999999999,1,1,1,Finance Approval,58.96
R00215,2025-06-06 12:28:48,2025-06-12 09:00:00,103.86,16.97,217.8,Equipment,Low,Finance,Internal,94831,3,0.1180060266193748,4,140.52,0.6451790633608816,0.0,0,0,0,Finance Approval,50.59
R00216,2025-03-19 10:44:24,2025-03-30 09:00:00,132.0,38.07,232.2,Vendor Contract,High,Finance,External,108779,5,0.4500641704157582,10,262.26,1.1294573643410852,30.060000000000002,1,0,1,Procurement Review,32.1
R00217,2025-02-11 11:36:36,2025-02-15 09:00:00,59.400000000000006,14.02,132.0,Office Supplies,Medium,IT,Internal,179780,2,0.2585572636402459,4,93.39,0.7075,0.0,0,1,0,Finance Approval,26.01
R00218,2025-06-02 11:13:48,2025-06-17 09:00:00,240.98,47.04,283.8,Vendor Contract,Low,Finance,Internal,176215,5,0.5785639322793544,10,357.77,1.2606412966878082,73.96999999999997,1,1,1,Finance Approval,64.4
R00219,2025-04-21 10:22:48,2025-05-02 17:00:36,179.17,34.87,156.6,IT Purchase,High,HR,External,120496,3,0.0656260881778175,11,270.63,1.7281609195402299,114.03,1,0,0,Procurement Review,37.31
R00220,2025-03-26 11:46:12,2025-04-09 09:00:00,250.25,35.17,174.0,IT Purchase,Medium,Operations,External,215713,3,0.084370896438505,13,333.23,1.9151149425287357,159.23000000000002,1,1,0,Finance Approval,53.63999999999999
R00221,2025-04-22 10:24:36,2025-05-03 17:00:36,195.1,32.66,156.0,IT Purchase,Medium,Admin,External,8903,2,0.6774633542399734,10,270.6,1.7346153846153847,114.60000000000002,1,0,0,Finance Approval,70.14
R00222,2025-05-26 12:09:00,2025-06-09 09:00:00,200.32,48.24,178.2,Equipment,High,IT,Internal,94286,3,0.7973368056499627,13,332.85,1.867845117845118,154.65000000000003,1,0,0,Finance Approval,42.31
R00223,2025-06-26 15:24:00,2025-07-01 12:49:48,86.78,22.93,264.0,Vendor Contract,Low,IT,External,52514,4,0.7663512805573902,4,117.43,0.4448106060606061,0.0,0,0,1,Finance Approval,34.57
R00224,2025-06-26 10:26:24,2025-07-01 09:00:00,81.79,8.98,156.6,IT Purchase,High,IT,External,239886,3,0.2769546181246098,4,118.56,0.7570881226053641,0.0,0,1,0,Finance Approval,45.83
R00225,2025-05-20 12:44:24,2025-05-25 15:20:24,82.56,23.03,118.8,Office Supplies,High,Operations,Internal,106824,2,0.0304578080704968,7,122.6,1.031986531986532,3.799999999999997,1,0,0,Finance Approval,25.8
R00226,2025-01-06 15:10:12,2025-01-21 09:00:00,245.39,49.03,283.8,Vendor Contract,Low,Operations,External,159322,5,0.1444364841550776,12,353.83,1.2467582804792106,70.02999999999997,1,1,1,Finance Approval,57.32
R00227,2025-06-26 12:43:48,2025-06-30 15:00:36,63.56,12.12,102.6,Office Supplies,High,Finance,Internal,20239,1,0.5506904914706467,4,98.28,0.9578947368421054,0.0,0,0,0,Finance Approval,43.58
R00228,2025-06-15 12:31:48,2025-06-20 09:00:00,72.86,14.56,145.2,Office Supplies,Low,IT,External,134835,2,0.6928784276966522,4,116.47,0.8021349862258954,0.0,0,0,0,Finance Approval,32.57
R00229,2025-02-26 13:21:36,2025-03-03 09:00:00,85.8,12.35,132.0,Office Supplies,Medium,Admin,Internal,189206,2,0.8589805471222202,4,115.64,0.8760606060606061,0.0,0,1,0,Procurement Review,39.870000000000005
R00230,2025-04-07 10:24:00,2025-04-12 17:00:00,84.48,10.5,132.0,Office Supplies,Medium,Operations,External,131429,2,0.646365112123656,4,126.6,0.959090909090909,0.0,0,0,0,Finance Approval,39.14
R00231,2025-02-11 12:42:36,2025-02-16 09:00:00,97.28,11.6,232.2,Vendor Contract,High,IT,External,155030,5,0.8032121232440932,4,116.29,0.5008182601205857,0.0,0,1,1,Finance Approval,53.14
R00232,2025-06-16 14:12:00,2025-06-29 13:48:00,160.8,52.74,232.2,Vendor Contract,High,Admin,Internal,148754,5,0.4151071768549326,12,311.6,1.3419465977605514,79.40000000000003,1,0,1,Finance Approval,46.33
